Id_kombinasi,Makan_pagi,Makan_siang,Makan_malam,Snack_1,Snack_2,Total_natrium
875,Tumis daun pepaya,Ikan salmon panggang,Hati ayam goreng,Rambutan,Tape singkong,789.0
876,Nasi liwet,Ayam goreng ,Ampela goreng ,Kue bugis isi kacang hijau,Seblak,1108.0
877,Ikan mas goreng,Ayam teriyaki,Gadon tahu jamur,Jus melon,Semangka,1176.9
878,Nasi goreng tuna,Garang asem ayam,Tuna bumbu rica-rica,Jus mangga,Bluberi,657.7
879,Semur jengkol,Ceker mercon,Tumis tahu kentang seledri,Jus wortel tomat,Pastel ,547.0
880,Udang panggang,Ikan mujair goreng,Kalio kikil,Jus jambu,Sukun goreng,1229.0
881,Bubur kacang hijau,Nasi rames,Ayam geprek,Jus Buah naga,Pempek kapal selam,999.0
882,Perkedel kentang,Ikan tuna sambal goreng,Terong goreng,Mentimun serut,Tahu sumedang,828.1
883,Tahu balado,Kari daging sapi,Sayur nangka,Puding coklat,serabi,1047.0
884,Tumis pakcoy,Ikan patin goreng,Makaroni bumbu merah,Jus Buah naga,Es doger,430.0
885,Tumis sawi putih,Ayam masak merah,Tahu bumbu kukus,Sari buah tropika,Risol bihun ,721.9
886,Urap,Sup nasi ayam,Brengkes patin,Durian,Buah delima ,638.0
887,Tempe goreng,Sate padang,Daging sapi panggang,Sup buah serut,Buah delima ,877.3
888,Soto ayam,Kari ayam ,Ampela goreng ,Pir,Bolu kukus,1190.0
889,Bubur ketan hitam,Bening bayam tauge,Bihun goreng,Susu,Mangga kweni,224.8
890,Urap megono,Ayam woku,Tahu bumbu merah,Susu,Kue beras,266.3
891,Udang panggang,Ikan panggang siram acar,Sop buntut,Sari seledri timun,Kue sus,1380.7
892,Ikan bawal goreng,Rendang,Tahu siksa,Dadar gulung,Apel fuji,347.8
893,Semur tahu,Steak daging sapi,Gulai daging sapi,Jus melon,Kue bawang,1250.0
894,Kwetiau goreng,Beef burger,Mie rebus tauge,Melon,serabi,1220.3
895,Semur tahu,Ikan salmon panggang,Tahu siksa,Pisang ,Kue cucur,1162.8
896,Nasi goreng ayam,Garang asem ayam,Ampela goreng ,Klepon,Cempedak,855.0
897,Gulai tunjang,Tuna bumbu pepes,Kalio ayam,Putu mayang,Sari apel,1091.0
898,Pecel sayur,Sate usus,Orak arik bening soun,Durian,Duku,943.5
899,Chicken karage,Ceker mercon,Urab,Sari buah tropika,Semangka,1221.0
900,Chicken karage,Cumi goreng,Ayam kecap ,Salad buah,Mangga kweni,1870.0
901,Kering tempe,Sate padang,Oseng tahu tomat,Sari buah tropika,Takoyaki,846.9
902,Nasi goreng ayam,Ayam saus mentega,Nasi goreng kunyit,Rambutan,Kue kacang,1046.0
903,Tempe goreng,Ikan lele panggang,Ikan gurame asam manis,Manggis,Bubur sumsum,1233.0
904,Pepes tongkol,Bakso ayam,Tumis tahu kentang seledri,Sari seledri campur,Tahu gejrot,746.0
905,Tumis buncis,Sup nasi ayam,Nasi goreng sayur,Jambu biji ,Kue sus,995.2
906,Tumis daun pepaya,Ikan kuah kuning,Tempe mendoan,Sari seledri campur,Sale pisang,688.0
907,Nasi goreng tuna,Ayam betutu,Telur asin,Sari seledri timun,Bubur sumsum,853.7
908,Ketoprak ,Sambal goreng kentang,Brengkes patin,Es kelapa muda,Kue pancong,608.0
909,Gulai tunjang,Sup nasi ayam,Ikan bakar bumbu kecap,Pisang panggang saus kurma,Kue pancong,716.0
910,Sayur umbut kelapa,Nasi rames,Lobstre panggang,Jus mentimun jambu,Buah delima ,1217.5
911,Paha ayam panggang,Beef burger,Ayam taliwang,Lemang manis isi pisang,Es krim,1433.6
912,Tumis kacang panjang tempe,Bakmi,Tahu bumbu kukus,Sari seledri timun,Bakpia,784.9
913,Nasi goreng ,Ayam teriyaki,Pempek kulit,Jus pepaya kayu manis,Risol bihun ,2233.3
914,Tumis sawi putih,Kari daging sapi,Kerang asap,Stroberi,Tahu gejrot,1090.0
915,Telur ceplok,Tuna bumbu kari,Ikan baung bakar,Sari buah tropika,Tahu isi,938.0
916,Sayur asem,Chicken katsu,Rendang,Klepon,Jus wortel ,1280.0
917,Sayur umbut kelapa,Tempe penyet,Bubur manado,Jus apel,Pastel ,963.0
918,Nasi liwet,Kepiting panggang,Terong balado,Kue tapioka,Martabak manis,1283.6
919,Urap megono,Mie ayam,Tumis kapri manis,Anggur ,Apel fuji,311.5
920,Nasi uduk,Ayam rendang,Udang goreng tepung,Es kuwut,Pisang,1034.0
921,Chicken nugget,Bihun goreng,Terong goreng,Sari seledri timun,Roti isi coklat,1106.0
922,Telur balado,Nasi rames,Ikan baung bakar,Pisang ,Pempek kapal selam,1011.0
923,Pecel sayur,Tekwan,Tuna bumbu rica-rica,Susu,serabi,1070.0
924,Urap,Iga bakar,Hati ayam goreng,Kue apem,Kue pukis,812.0
925,Udang panggang,Nasi hijau harum,Ikan panggang,Jus Buah naga,Tape singkong,960.0
926,Sayur pakis,Ikan belanak goreng,Kalio kikil,Nanas,Cempedak,747.0
927,Tumis pakcoy,Ikan lele panggang,Lobstre panggang,Jus wortel tomat,Onde-onde,1334.0
928,Tuna bakar bumbu bali,Cap cay sayur,Teri kacang balado,Manggis,Kacang mete sangrai asin,1145.2
929,Soto kudus,Cumi goreng,Pecel ,Getuk kacang hijau,Pisang,549.0
930,Telur balado,Bakso ikan,Sayur nangka,Kue apem,Kue nastar,837.0
931,Ayam goreng,Ayam lada hitam,Bihun goreng,Sup buah tropika,Jus alpukat ,717.4
932,Nasi ciprat,Ceker mercon,Gulai kambing,Putu mayang,Pempek kapal selam,755.2
933,Gado-gado,Ikan patin bakar,Pempek kulit,Klepon,Pisang,1135.0
934,Telur rebus,Terong bakar,Sop kaki sapi,Salad buah,Onde-onde,661.0
935,Nasi goreng tuna,Mie ayam,Daging sapi panggang,Es kuwut,Pie susu,781.7
936,Tempe panggang,Steak daging sapi,Rendang,Es kelapa muda,Kue nagasari,726.0
937,Nasi liwet,Pempek adaan,Ikan gurame asam manis,Lemang manis isi pisang,Sosis solo,1308.6
938,Ketoprak ,Chicken katsu,Saboko gurita,Rujak buah,Apel fuji,1341.0
939,Gado-gado,Ayam penyet,Gulai daging sapi,Es teler,Jus jeruk,795.0
940,Ketoprak ,Ikan mujair goreng,Sate bandeng,Getuk kacang hijau,Cireng isi ayam,1409.0
941,Tumis labu siam,Onigiri,Ikan cakalang asap,Batagor,Tape singkong,620.0
942,Semur tahu,Ikan salmon panggang,Tumis ikan tongkol,Jus pepaya kayu manis,Yogurt,1080.3
943,Sayur bening bayam,Steak daging sapi,Teri balado,Asinan bengkuang nanas,Sari apel,965.6
944,Dendeng sapi,Bakso ikan,Tahu bumbu merah,Susu,Pastel ,904.3
945,Chicken nugget,Iga bakar,Kalio kikil,Melon,Nangka,1384.0
946,Soto betawi ,Spageti,Udang goreng tepung,Talam ubi,Dimsum,1357.3
947,Tumis kacang panjang tempe,Chicken katsu,Mie rebus tauge,Pir,Kue beras,1020.3
948,Soto ayam,Ikan salmon panggang,Tahu bumbu merah,Jus mentimun jambu,Pempek ,618.8
949,Udang panggang,Sayur bunga pepaya,Makaroni bumbu merah,Dadar gulung,Kue cucur,802.0
950,Sayur bening bayam,Ikan patin bakar,Sayur rica rodoh,Stroberi,Bluberi,538.8
951,Ayam goreng,Garang asem ayam,Salmon asap,Batagor,Cenil,1529.0
952,Udang panggang,Telur puyuh bumbu kuning,Teri kacang balado,Mangga,Es buah,1015.1
953,Chicken nugget,Mie bakso,Lodeh terong,Pisang panggang saus kurma,Pempek kapal selam,1195.5
954,Soto bandung,Pecel lele,Gulai ikan ,Pisang bakar saus manis,Bolu kukus,583.5
955,Ikan mas goreng,Sate padang,Bandeng presto,Putu mayang,Kue nagasari,894.0
956,Telur rebus,Asem-asem kangkung,Ikan cakalang asap,Jus belimbing berembun,Risol bihun ,553.6
957,Bubur kacang hijau,Ayam saus mentega,Ayam kalasan,Batagor,Bubur sumsum,841.4
958,Ikan tongkol goreng,Kari daging sapi,Salmon asap,Jus melon,Ronde,1601.0
959,Bubur nasi,Ayam goreng ,Tahu siksa,Jus mangga,Susu kedelai,543.8
960,Tumis buncis,Karedok,Lobstre panggang,Jus apel,Kue cucur,1138.0
961,Usus ayam goreng,Tahu bacem,Ayam taliwang,Pepaya,Onde-onde,995.0
962,Semur tahu,Sate padang,Ikan panggang,Jus belimbing berembun,Pisang,1276.6
963,Ketoprak ,Bihun goreng,Gadon tahu jamur,Klepon,Seblak,1077.9
964,Nasi liwet,Terong bakar,Daging sapi panggang,Jus belimbing berembun,Nangka,453.6
965,Semur ayam,Bakso ikan,Telur asin,Jus mangga,Onde-onde,1356.0
966,Ayam suwir kemangi,Bakso ayam,Sayur bobor,Susu murni,Kue nagasari,946.0
967,Nasi ciprat,Cumi goreng,Teri kacang balado,Getuk kacang hijau,Martabak telur,905.2
968,Urap,Bebek bakar,Tempe pesmol,Cilok,Kue nagasari,798.5
969,Soto banjar,Ayam masak merah,Gadon tahu jamur,Kue bolu,Pastel ,770.9
970,Tumis labu siam,Ikan lele panggang,Udang goreng tepung,Salak,Ronde,1025.0
971,Udang panggang,Ayam bakar,Teri kacang balado,Jus melon,Sup kacang,1706.0
972,Tempe masak wijen,Ayam masak merah,Rendang,Jus pepaya belimbing,Sawo,489.3
973,Kacang panjang bumbu kuning,Bakso sapi,Sup bola ayam,Salad buah,Es krim,862.5
974,Tempe goreng,Sate usus,Tahu telur,Asinan bengkuang nanas,Yogurt,1541.6
975,Kwetiau goreng,Mie ayam,Oseng buncis tempe,Jus mangga,Apel fuji,1554.0
976,Telur balado,Ayam betutu,Ikan bakar bumbu kecap,Sari seledri timun,Jus jeruk,730.5
977,Dendeng sapi,Bebek bakar,Tahu siksa,Sari buah tropika,Jus jeruk,653.8
978,Nasi goreng spesial,Ayam goreng ,Gulai ikan ,Salad buah,Pempek ,1284.0
979,Tumis kacang panjang tempe,Bakso aci,Tahu siksa,Getuk kacang hijau,Sawo,550.8
980,Usus ayam goreng,Sate padang,Sayur rica rodoh,Apel,Kacang mete sangrai asin,1069.8
981,Sayur umbut kelapa,Ikan salmon panggang,Ikan gurame asam manis,Anggur ,Pempek ,1352.0
982,Nasi pecel,Nasi hijau harum,Ayam kalasan,Kelengkeng,Seblak,381.4
983,Semur tahu,Tempe orek,Teri balado,Manggis,Kue pancong,1259.0
984,Nasi goreng ,Ayam bakar,Spageti udang,Jus Buah naga,Bolu kukus,1144.5
985,Nasi uduk,Tumis pepaya muda,Sop kambing,Putu mayang,Lemper,951.0
986,Tempe goreng,Ikan kuah kuning,Bubur manado,Sari seledri timun,Bubur sumsum,759.0
987,Tumis kangkung,Sate usus,Sate bandeng,Jus belimbing berembun,Markisa,1463.6
988,Semur ayam,Dendeng sapi,Tempe goreng tepung,Jus wortel tomat,Buah delima ,1077.0
989,Tumis daun pepaya,Chicken katsu,Mie rebus tauge,Pir,Pempek ,986.3
990,Ikan kembung balado,Ikan tuna sambal goreng,Jengkol balado,Pir,Wajik ,1003.0
991,Soto bandung,Sambal teri,Pecel ,Jus stroberi,Cenil,336.0
992,Chicken karage,Ayam betutu,Lodeh terong,Pir,Yogurt,1369.0
993,Udang panggang,Ayam lada hitam,Tahu telur,Es teler,Seblak,1888.0
994,Chicken nugget,Terong bakar,Telur asin,Sari seledri campur,Kue nastar,1200.0
995,Nasi liwet,Tumis pepaya muda,Oseng tahu tomat,Jus pepaya kayu manis,Roti isi coklat,489.2
996,Nasi goreng spesial,Terong bakar,Udang goreng tepung,Jus apel,Yogurt,1215.0
997,Soto bandung,Abon sapi,Bubur manado,Jus pepaya belimbing,Kue nastar,1313.1
998,Nasi bakar,Ceker mercon,Telur asin,Putu mayang,Jus wortel ,1042.0
999,Nasi uduk,Ikan kuah kuning,Sop kambing,Kue bugis,Bluberi,806.0
1000,Tempe goreng,Udang goreng ,Pepes teri,Rambutan,Kue bawang,1128.0
